55104:
 num     #instances         #bytes  class name (module)
 929:             3            120  com.sun.org.apache.xerces.internal.xni.parser.XMLInputSource (java.xml@17.0.18)
 930:             3            120  java.io.BufferedWriter (java.base@17.0.18)
 931:             3            120  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@17.0.18)
 932:             3            120  java.lang.reflect.ProxyGenerator$ProxyMethod (java.base@17.0.18)
 933:             5            120  java.math.MathContext (java.base@17.0.18)
 934:             5            120  java.time.format.SignStyle (java.base@17.0.18)
 935:             5            120  java.util.Collections$UnmodifiableRandomAccessList (java.base@17.0.18)
 936:             5            120  java.util.regex.Pattern$CharPropertyGreedy (java.base@17.0.18)
 937:             5            120  java.util.regex.Pattern$StartS (java.base@17.0.18)
 938:             3            120  java.util.stream.Nodes$SpinedNodeBuilder (java.base@17.0.18)
 939:             5            120  java.util.stream.StreamOpFlag$Type (java.base@17.0.18)
 940:             5            120  javax.imageio.spi.PartiallyOrderedSet (java.desktop@17.0.18)
 941:             3            120  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@17.0.18)
 942:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@17.0.18)
 943:             3            120  jdk.xml.internal.XMLSecurityManager (java.xml@17.0.18)
 944:             5            120  kotlinx.coroutines.CompletedExceptionally
 945:             5            120  kotlinx.coroutines.StandaloneCoroutine
 946:             3            120  kotlinx.coroutines.internal.LockFreeTaskQueueCore
 947:             5            120  kotlinx.coroutines.scheduling.CoroutineScheduler$WorkerState
 948:             1            120  mihon.desktop.extension.WindowsExtensionProcessManager
 949:             5            120  mihon.desktop.library.update.LibraryUpdateStatus
 950:             5            120  okhttp3.TlsVersion
 951:             3            120  org.apache.commons.compress.archivers.sevenz.StartHeader
 952:             5            120  sun.nio.fs.WindowsPathType (java.base@17.0.18)
 953:             5            120  sun.security.jca.ServiceId (java.base@17.0.18)
 954:             2            112  [Ljava.nio.file.StandardOpenOption; (java.base@17.0.18)
 955:             2            112  [Ljava.security.CryptoPrimitive; (java.base@17.0.18)
 956:             1            112  [Ljava.time.LocalTime; (java.base@17.0.18)
 957:             2            112  com.sun.jna.NativeLibrary
 958:             2            112  java.awt.BorderLayout (java.desktop@17.0.18)
 959:             2            112  java.awt.TrayIcon (java.desktop@17.0.18)
 960:             2            112  java.nio.DirectIntBufferRU (java.base@17.0.18)
 961:             7            112  java.util.LinkedHashMap$LinkedKeySet (java.base@17.0.18)
 962:             7            112  java.util.regex.CharPredicates$$Lambda$14/0x00000008000b3b50 (java.base@17.0.18)
 963:             7            112  jdk.proxy1.$Proxy2 (jdk.proxy1)
 964:             2            112  kotlinx.coroutines.channels.BufferedChannel$receiveCatchingOnNoWaiterSuspend$1
 965:             2            112  kotlinx.coroutines.flow.StateFlowImpl$collect$1
 966:             1            112  mihon.desktop.cli.ReaderSoak$run$1
 967:             2            112  mihon.reader.memory.BoundedReaderMemoryBudget
 968:             2            112  sun.awt.windows.WDefaultFontCharset$Encoder (java.desktop@17.0.18)
 969:             2            112  sun.awt.windows.WTrayIconPeer (java.desktop@17.0.18)
 970:             7            112  sun.java2d.loops.RenderCache (java.desktop@17.0.18)
 971:             7            112  sun.security.x509.CertificatePolicyId (java.base@17.0.18)
 972:             3            104  [Lmihon.desktop.track.TrackStatus;
 973:             1            104  [Lorg.apache.commons.compress.archivers.zip.ZipMethod;
 974:             2            104  [Lsun.util.logging.PlatformLogger$Level; (java.base@17.0.18)
 975:             1            104  com.sun.crypto.provider.SunJCE (java.base@17.0.18)
 976:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@17.0.18)
 977:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@17.0.18)
 978:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@17.0.18)
 979:             1            104  sun.awt.windows.WFontConfiguration (java.desktop@17.0.18)
 980:             1            104  sun.security.ec.SunEC (jdk.crypto.ec@17.0.18)
 981:             1            104  sun.security.jca.ProviderList$1 (java.base@17.0.18)
 982:             1            104  sun.security.provider.Sun (java.base@17.0.18)
 983:             1            104  sun.security.rsa.SunRsaSign (java.base@17.0.18)
 984:             1            104  sun.security.ssl.SunJSSE (java.base@17.0.18)
 985:             2             96  [Ljava.lang.System$Logger$Level; (java.base@17.0.18)
 986:             5             96  [Ljava.nio.file.AccessMode; (java.base@17.0.18)
 987:             1             96  [Lsun.font.CompositeFont; (java.desktop@17.0.18)
 988:             1             96  [Lsun.font.FileFont; (java.desktop@17.0.18)
 989:             1             96  [Lsun.util.locale.BaseLocale; (java.base@17.0.18)
 990:             1             96  [[Ljava.lang.Byte; (java.base@17.0.18)
 991:             2             96  com.github.junrar.rarfile.BlockHeader
 992:             4             96  com.github.junrar.unpack.ppm.FreqData
 993:             2             96  com.sun.jna.NativeLibrary$2
 994:             3             96  com.sun.org.apache.xerces.internal.dom.NodeListCache (java.xml@17.0.18)
 995:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap (java.xml@17.0.18)
 996:             2             96  java.awt.LightweightDispatcher (java.desktop@17.0.18)
 997:             4             96  java.awt.Queue (java.desktop@17.0.18)
 998:             4             96  java.awt.desktop.UserSessionEvent$Reason (java.desktop@17.0.18)
 999:             3             96  java.io.ByteArrayInputStream (java.base@17.0.18)
1000:             4             96  java.lang.ProcessImpl$2 (java.base@17.0.18)
1001:             3             96  java.lang.Runtime$Version (java.base@17.0.18)
1002:             3             96  java.lang.constant.DynamicConstantDesc$AnonymousDynamicConstantDesc (java.base@17.0.18)
1003:             3             96  java.lang.invoke.SimpleMethodHandle (java.base@17.0.18)
1004:             4             96  java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle (java.base@17.0.18)
1005:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@17.0.18)
1006:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@17.0.18)
1007:             4             96  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@17.0.18)
1008:             4             96  java.nio.file.FileTreeIterator (java.base@17.0.18)
1009:             4             96  java.nio.file.FileVisitResult (java.base@17.0.18)
1010:             4             96  java.nio.file.attribute.AclEntryFlag (java.base@17.0.18)
1011:             4             96  java.nio.file.attribute.AclEntryType (java.base@17.0.18)
1012:             4             96  java.text.Normalizer$Form (java.base@17.0.18)
1013:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@17.0.18)
1014:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@17.0.18)
1015:             3             96  java.util.HexFormat (java.base@17.0.18)
1016:             4             96  java.util.ImmutableCollections$SetN$SetNIterator (java.base@17.0.18)
1017:             3             96  java.util.LinkedHashMap$LinkedValueIterator (java.base@17.0.18)
1018:             4             96  java.util.ServiceLoader$2 (java.base@17.0.18)
1019:             6             96  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@17.0.18)
1020:             3             96  java.util.concurrent.FutureTask (java.base@17.0.18)
1021:             2             96  java.util.concurrent.LinkedBlockingQueue (java.base@17.0.18)
1022:             3             96  java.util.concurrent.SynchronousQueue (java.base@17.0.18)
1023:             3             96  java.util.concurrent.locks.AbstractQueuedSynchronizer$ExclusiveNode (java.base@17.0.18)
1024:             4             96  java.util.regex.Pattern$Qtype (java.base@17.0.18)
1025:             4             96  java.util.stream.ForEachOps$ForEachOp$OfRef (java.base@17.0.18)
1026:             4             96  java.util.stream.ReferencePipeline$3$1 (java.base@17.0.18)
1027:             4             96  java.util.stream.StreamShape (java.base@17.0.18)
1028:             4             96  javax.swing.KeyStroke (java.desktop@17.0.18)
1029:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@17.0.18)
1030:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@17.0.18)
1031:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@17.0.18)
1032:             3             96  jdk.xml.internal.XMLSecurityManager$NameMap (java.xml@17.0.18)
1033:             3             96  kotlin.collections.builders.ListBuilder$Itr
1034:             4             96  kotlin.jvm.internal.Ref$LongRef
1035:             4             96  kotlinx.coroutines.CoroutineStart
1036:             3             96  kotlinx.coroutines.JobSupport$Finishing
1037:             2             96  kotlinx.coroutines.flow.AbstractFlow$collect$1
1038:             2             96  kotlinx.coroutines.flow.FlowKt__ShareKt$launchSharing$1
1039:             2             96  kotlinx.coroutines.flow.internal.CombineKt$combineInternal$2$1
1040:             2             96  kotlinx.coroutines.flow.internal.SafeCollector
1041:             4             96  kotlinx.serialization.json.internal.WriteMode
1042:             2             96  mihon.desktop.cli.DesktopCommandRunner$2
1043:             4             96  mihon.desktop.extension.HostProcessState
1044:             2             96  mihon.desktop.history.DesktopHistoryService$special$$inlined$flatMapLatest$1
1045:             3             96  mihon.desktop.history.HistoryUiState
1046:             4             96  mihon.desktop.reader.ReaderBackgroundColor
1047:             4             96  mihon.desktop.reader.ReaderClickAction
1048:             4             96  mihon.desktop.reader.codec.CodecCommandResult
1049:             4             96  mihon.desktop.reader.codec.ProcessCodecCommandRunner$$Lambda$243/0x00000008002e3608
1050:             4             96  mihon.desktop.reader.codec.ProcessCodecCommandRunner$$Lambda$244/0x00000008002e3828
